DRG Definition,Provider Id,Provider Name,Provider Street Address,Provider City,Provider State,Provider Zip Code,Hospital Referral Region Description, Total Discharges , Average Covered Charges , Average Total Payments 
552 - MEDICAL BACK PROBLEMS W/O MCC,490004,ROCKINGHAM MEMORIAL HOSPITAL,2010 HEALTH CAMPUS DRIVE,HARRISONBURG,VA,22801,VA - Charlottesville,47,12590.04255,5501.638298
"563 - FX, SPRN, STRN & DISL EXCEPT FEMUR, HIP, PELVIS & THIGH W/O MCC",490004,ROCKINGHAM MEMORIAL HOSPITAL,2010 HEALTH CAMPUS DRIVE,HARRISONBURG,VA,22801,VA - Charlottesville,18,9605.555556,4550.055556
602 - CELLULITIS W MCC,490004,ROCKINGHAM MEMORIAL HOSPITAL,2010 HEALTH CAMPUS DRIVE,HARRISONBURG,VA,22801,VA - Charlottesville,28,15775.14286,8876.535714
603 - CELLULITIS W/O MCC,490004,ROCKINGHAM MEMORIAL HOSPITAL,2010 HEALTH CAMPUS DRIVE,HARRISONBURG,VA,22801,VA - Charlottesville,84,9492.02381,5208.285714
638 - DIABETES W CC,490004,ROCKINGHAM MEMORIAL HOSPITAL,2010 HEALTH CAMPUS DRIVE,HARRISONBURG,VA,22801,VA - Charlottesville,24,9388.041667,5370.041667
"640 - MISC DISORDERS OF NUTRITION,METABOLISM,FLUIDS/ELECTROLYTES W MCC",490004,ROCKINGHAM MEMORIAL HOSPITAL,2010 HEALTH CAMPUS DRIVE,HARRISONBURG,VA,22801,VA - Charlottesville,47,11314.57447,7124.765957
"641 - MISC DISORDERS OF NUTRITION,METABOLISM,FLUIDS/ELECTROLYTES W/O MCC",490004,ROCKINGHAM MEMORIAL HOSPITAL,2010 HEALTH CAMPUS DRIVE,HARRISONBURG,VA,22801,VA - Charlottesville,76,8725.960526,4373.434211
682 - RENAL FAILURE W MCC,490004,ROCKINGHAM MEMORIAL HOSPITAL,2010 HEALTH CAMPUS DRIVE,HARRISONBURG,VA,22801,VA - Charlottesville,69,23610.15942,10607.28986
683 - RENAL FAILURE W CC,490004,ROCKINGHAM MEMORIAL HOSPITAL,2010 HEALTH CAMPUS DRIVE,HARRISONBURG,VA,22801,VA - Charlottesville,65,12605.03077,6277.123077
684 - RENAL FAILURE W/O CC/MCC,490004,ROCKINGHAM MEMORIAL HOSPITAL,2010 HEALTH CAMPUS DRIVE,HARRISONBURG,VA,22801,VA - Charlottesville,14,7348,4046.357143
689 - KIDNEY & URINARY TRACT INFECTIONS W MCC,490004,ROCKINGHAM MEMORIAL HOSPITAL,2010 HEALTH CAMPUS DRIVE,HARRISONBURG,VA,22801,VA - Charlottesville,80,10966.9375,7389.375
690 - KIDNEY & URINARY TRACT INFECTIONS W/O MCC,490004,ROCKINGHAM MEMORIAL HOSPITAL,2010 HEALTH CAMPUS DRIVE,HARRISONBURG,VA,22801,VA - Charlottesville,117,8494.111111,4802.564103
698 - OTHER KIDNEY & URINARY TRACT DIAGNOSES W MCC,490004,ROCKINGHAM MEMORIAL HOSPITAL,2010 HEALTH CAMPUS DRIVE,HARRISONBURG,VA,22801,VA - Charlottesville,31,20642.70968,10734.29032
699 - OTHER KIDNEY & URINARY TRACT DIAGNOSES W CC,490004,ROCKINGHAM MEMORIAL HOSPITAL,2010 HEALTH CAMPUS DRIVE,HARRISONBURG,VA,22801,VA - Charlottesville,18,12825.72222,6094.333333
812 - RED BLOOD CELL DISORDERS W/O MCC,490004,ROCKINGHAM MEMORIAL HOSPITAL,2010 HEALTH CAMPUS DRIVE,HARRISONBURG,VA,22801,VA - Charlottesville,33,11289.9697,5127.606061
853 - INFECTIOUS & PARASITIC DISEASES W O.R. PROCEDURE W MCC,490004,ROCKINGHAM MEMORIAL HOSPITAL,2010 HEALTH CAMPUS DRIVE,HARRISONBURG,VA,22801,VA - Charlottesville,24,68519.33333,36770.66667
870 - SEPTICEMIA OR SEVERE SEPSIS W MV 96+ HOURS,490004,ROCKINGHAM MEMORIAL HOSPITAL,2010 HEALTH CAMPUS DRIVE,HARRISONBURG,VA,22801,VA - Charlottesville,12,90590.41667,38717.66667
871 - SEPTICEMIA OR SEVERE SEPSIS W/O MV 96+ HOURS W MCC,490004,ROCKINGHAM MEMORIAL HOSPITAL,2010 HEALTH CAMPUS DRIVE,HARRISONBURG,VA,22801,VA - Charlottesville,278,21567.30935,11787.85612
872 - SEPTICEMIA OR SEVERE SEPSIS W/O MV 96+ HOURS W/O MCC,490004,ROCKINGHAM MEMORIAL HOSPITAL,2010 HEALTH CAMPUS DRIVE,HARRISONBURG,VA,22801,VA - Charlottesville,86,12761.9186,6971.44186
885 - PSYCHOSES,490004,ROCKINGHAM MEMORIAL HOSPITAL,2010 HEALTH CAMPUS DRIVE,HARRISONBURG,VA,22801,VA - Charlottesville,155,11863.00645,5781.348387
897 - ALCOHOL/DRUG ABUSE OR DEPENDENCE W/O REHABILITATION THERAPY W/O MCC,490004,ROCKINGHAM MEMORIAL HOSPITAL,2010 HEALTH CAMPUS DRIVE,HARRISONBURG,VA,22801,VA - Charlottesville,19,9776.631579,3913.421053
917 - POISONING & TOXIC EFFECTS OF DRUGS W MCC,490004,ROCKINGHAM MEMORIAL HOSPITAL,2010 HEALTH CAMPUS DRIVE,HARRISONBURG,VA,22801,VA - Charlottesville,19,28883.89474,12169.94737
918 - POISONING & TOXIC EFFECTS OF DRUGS W/O MCC,490004,ROCKINGHAM MEMORIAL HOSPITAL,2010 HEALTH CAMPUS DRIVE,HARRISONBURG,VA,22801,VA - Charlottesville,11,6718.636364,4345.818182
948 - SIGNS & SYMPTOMS W/O MCC,490004,ROCKINGHAM MEMORIAL HOSPITAL,2010 HEALTH CAMPUS DRIVE,HARRISONBURG,VA,22801,VA - Charlottesville,29,8986.586207,4442.172414
039 - EXTRACRANIAL PROCEDURES W/O CC/MCC,490005,WINCHESTER MEDICAL CENTER INC,220 CAMPUS BLVD SUITE 210,WINCHESTER,VA,22601,VA - Winchester,58,12007.86207,6366.586207
057 - DEGENERATIVE NERVOUS SYSTEM DISORDERS W/O MCC,490005,WINCHESTER MEDICAL CENTER INC,220 CAMPUS BLVD SUITE 210,WINCHESTER,VA,22601,VA - Winchester,47,8904.659574,5820
064 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W MCC,490005,WINCHESTER MEDICAL CENTER INC,220 CAMPUS BLVD SUITE 210,WINCHESTER,VA,22601,VA - Winchester,77,24532.76623,12129.58442
065 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W CC,490005,WINCHESTER MEDICAL CENTER INC,220 CAMPUS BLVD SUITE 210,WINCHESTER,VA,22601,VA - Winchester,133,16344.78195,7792.150376
066 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W/O CC/MCC,490005,WINCHESTER MEDICAL CENTER INC,220 CAMPUS BLVD SUITE 210,WINCHESTER,VA,22601,VA - Winchester,63,12100.77778,5221.174603
069 - TRANSIENT ISCHEMIA,490005,WINCHESTER MEDICAL CENTER INC,220 CAMPUS BLVD SUITE 210,WINCHESTER,VA,22601,VA - Winchester,41,11062.43902,4699.463415
074 - CRANIAL & PERIPHERAL NERVE DISORDERS W/O MCC,490005,WINCHESTER MEDICAL CENTER INC,220 CAMPUS BLVD SUITE 210,WINCHESTER,VA,22601,VA - Winchester,23,10573.08696,5854.086957
101 - SEIZURES W/O MCC,490005,WINCHESTER MEDICAL CENTER INC,220 CAMPUS BLVD SUITE 210,WINCHESTER,VA,22601,VA - Winchester,64,10142.29688,4992.59375
149 - DYSEQUILIBRIUM,490005,WINCHESTER MEDICAL CENTER INC,220 CAMPUS BLVD SUITE 210,WINCHESTER,VA,22601,VA - Winchester,29,7929,3934.586207
176 - PULMONARY EMBOLISM W/O MCC,490005,WINCHESTER MEDICAL CENTER INC,220 CAMPUS BLVD SUITE 210,WINCHESTER,VA,22601,VA - Winchester,25,13503.84,6400.08
177 - RESPIRATORY INFECTIONS & INFLAMMATIONS W MCC,490005,WINCHESTER MEDICAL CENTER INC,220 CAMPUS BLVD SUITE 210,WINCHESTER,VA,22601,VA - Winchester,55,21556.45455,12497.65455
178 - RESPIRATORY INFECTIONS & INFLAMMATIONS W CC,490005,WINCHESTER MEDICAL CENTER INC,220 CAMPUS BLVD SUITE 210,WINCHESTER,VA,22601,VA - Winchester,74,15474.52703,9294.527027
189 - PULMONARY EDEMA & RESPIRATORY FAILURE,490005,WINCHESTER MEDICAL CENTER INC,220 CAMPUS BLVD SUITE 210,WINCHESTER,VA,22601,VA - Winchester,63,15005.38095,8114.507937
190 - CHRONIC OBSTRUCTIVE PULMONARY DISEASE W MCC,490005,WINCHESTER MEDICAL CENTER INC,220 CAMPUS BLVD SUITE 210,WINCHESTER,VA,22601,VA - Winchester,217,13423.96313,7596.179724
191 - CHRONIC OBSTRUCTIVE PULMONARY DISEASE W CC,490005,WINCHESTER MEDICAL CENTER INC,220 CAMPUS BLVD SUITE 210,WINCHESTER,VA,22601,VA - Winchester,178,10936.50562,6301.280899
192 - CHRONIC OBSTRUCTIVE PULMONARY DISEASE W/O CC/MCC,490005,WINCHESTER MEDICAL CENTER INC,220 CAMPUS BLVD SUITE 210,WINCHESTER,VA,22601,VA - Winchester,98,8414.22449,4550.27551
193 - SIMPLE PNEUMONIA & PLEURISY W MCC,490005,WINCHESTER MEDICAL CENTER INC,220 CAMPUS BLVD SUITE 210,WINCHESTER,VA,22601,VA - Winchester,160,20212.425,10147.55625
194 - SIMPLE PNEUMONIA & PLEURISY W CC,490005,WINCHESTER MEDICAL CENTER INC,220 CAMPUS BLVD SUITE 210,WINCHESTER,VA,22601,VA - Winchester,191,11188.4555,6392.183246
195 - SIMPLE PNEUMONIA & PLEURISY W/O CC/MCC,490005,WINCHESTER MEDICAL CENTER INC,220 CAMPUS BLVD SUITE 210,WINCHESTER,VA,22601,VA - Winchester,83,7458.289157,4369.771084
202 - BRONCHITIS & ASTHMA W CC/MCC,490005,WINCHESTER MEDICAL CENTER INC,220 CAMPUS BLVD SUITE 210,WINCHESTER,VA,22601,VA - Winchester,50,9691.28,5331.24
203 - BRONCHITIS & ASTHMA W/O CC/MCC,490005,WINCHESTER MEDICAL CENTER INC,220 CAMPUS BLVD SUITE 210,WINCHESTER,VA,22601,VA - Winchester,24,7084.083333,3749.166667
207 - RESPIRATORY SYSTEM DIAGNOSIS W VENTILATOR SUPPORT 96+ HOURS,490005,WINCHESTER MEDICAL CENTER INC,220 CAMPUS BLVD SUITE 210,WINCHESTER,VA,22601,VA - Winchester,31,76971.3871,34624.32258
208 - RESPIRATORY SYSTEM DIAGNOSIS W VENTILATOR SUPPORT <96 HOURS,490005,WINCHESTER MEDICAL CENTER INC,220 CAMPUS BLVD SUITE 210,WINCHESTER,VA,22601,VA - Winchester,71,34085.70423,14908.92958
238 - MAJOR CARDIOVASC PROCEDURES W/O MCC,490005,WINCHESTER MEDICAL CENTER INC,220 CAMPUS BLVD SUITE 210,WINCHESTER,VA,22601,VA - Winchester,53,64933.62264,22516.96226
243 - PERMANENT CARDIAC PACEMAKER IMPLANT W CC,490005,WINCHESTER MEDICAL CENTER INC,220 CAMPUS BLVD SUITE 210,WINCHESTER,VA,22601,VA - Winchester,47,32820.59574,16289.68085
244 - PERMANENT CARDIAC PACEMAKER IMPLANT W/O CC/MCC,490005,WINCHESTER MEDICAL CENTER INC,220 CAMPUS BLVD SUITE 210,WINCHESTER,VA,22601,VA - Winchester,41,30429.60976,12805.73171
246 - PERC CARDIOVASC PROC W DRUG-ELUTING STENT W MCC OR 4+ VESSELS/STENTS,490005,WINCHESTER MEDICAL CENTER INC,220 CAMPUS BLVD SUITE 210,WINCHESTER,VA,22601,VA - Winchester,43,78372.60465,25972.48837
247 - PERC CARDIOVASC PROC W DRUG-ELUTING STENT W/O MCC,490005,WINCHESTER MEDICAL CENTER INC,220 CAMPUS BLVD SUITE 210,WINCHESTER,VA,22601,VA - Winchester,161,61972.69565,17526.04969
249 - PERC CARDIOVASC PROC W NON-DRUG-ELUTING STENT W/O MCC,490005,WINCHESTER MEDICAL CENTER INC,220 CAMPUS BLVD SUITE 210,WINCHESTER,VA,22601,VA - Winchester,57,41428.73684,12599.64912
251 - PERC CARDIOVASC PROC W/O CORONARY ARTERY STENT W/O MCC,490005,WINCHESTER MEDICAL CENTER INC,220 CAMPUS BLVD SUITE 210,WINCHESTER,VA,22601,VA - Winchester,29,39578.31034,11032.17241
252 - OTHER VASCULAR PROCEDURES W MCC,490005,WINCHESTER MEDICAL CENTER INC,220 CAMPUS BLVD SUITE 210,WINCHESTER,VA,22601,VA - Winchester,32,41407.125,21489.5
253 - OTHER VASCULAR PROCEDURES W CC,490005,WINCHESTER MEDICAL CENTER INC,220 CAMPUS BLVD SUITE 210,WINCHESTER,VA,22601,VA - Winchester,68,34332.63235,15233.95588
254 - OTHER VASCULAR PROCEDURES W/O CC/MCC,490005,WINCHESTER MEDICAL CENTER INC,220 CAMPUS BLVD SUITE 210,WINCHESTER,VA,22601,VA - Winchester,30,31156.43333,10818.86667
"280 - ACUTE MYOCARDIAL INFARCTION, DISCHARGED ALIVE W MCC",490005,WINCHESTER MEDICAL CENTER INC,220 CAMPUS BLVD SUITE 210,WINCHESTER,VA,22601,VA - Winchester,60,27568.41667,11918.18333
"281 - ACUTE MYOCARDIAL INFARCTION, DISCHARGED ALIVE W CC",490005,WINCHESTER MEDICAL CENTER INC,220 CAMPUS BLVD SUITE 210,WINCHESTER,VA,22601,VA - Winchester,43,18106.90698,7800.186047
"282 - ACUTE MYOCARDIAL INFARCTION, DISCHARGED ALIVE W/O CC/MCC",490005,WINCHESTER MEDICAL CENTER INC,220 CAMPUS BLVD SUITE 210,WINCHESTER,VA,22601,VA - Winchester,37,14724.86486,5299.864865
"286 - CIRCULATORY DISORDERS EXCEPT AMI, W CARD CATH W MCC",490005,WINCHESTER MEDICAL CENTER INC,220 CAMPUS BLVD SUITE 210,WINCHESTER,VA,22601,VA - Winchester,43,30568.88372,13031.90698
"287 - CIRCULATORY DISORDERS EXCEPT AMI, W CARD CATH W/O MCC",490005,WINCHESTER MEDICAL CENTER INC,220 CAMPUS BLVD SUITE 210,WINCHESTER,VA,22601,VA - Winchester,234,19532.65812,7107.602564
291 - HEART FAILURE & SHOCK W MCC,490005,WINCHESTER MEDICAL CENTER INC,220 CAMPUS BLVD SUITE 210,WINCHESTER,VA,22601,VA - Winchester,202,18288.5396,9080.074257
292 - HEART FAILURE & SHOCK W CC,490005,WINCHESTER MEDICAL CENTER INC,220 CAMPUS BLVD SUITE 210,WINCHESTER,VA,22601,VA - Winchester,228,11699.96491,6398.333333
293 - HEART FAILURE & SHOCK W/O CC/MCC,490005,WINCHESTER MEDICAL CENTER INC,220 CAMPUS BLVD SUITE 210,WINCHESTER,VA,22601,VA - Winchester,81,8802.259259,4392.703704
300 - PERIPHERAL VASCULAR DISORDERS W CC,490005,WINCHESTER MEDICAL CENTER INC,220 CAMPUS BLVD SUITE 210,WINCHESTER,VA,22601,VA - Winchester,43,8977.930233,5888.627907
301 - PERIPHERAL VASCULAR DISORDERS W/O CC/MCC,490005,WINCHESTER MEDICAL CENTER INC,220 CAMPUS BLVD SUITE 210,WINCHESTER,VA,22601,VA - Winchester,29,6244.413793,3963.034483
303 - ATHEROSCLEROSIS W/O MCC,490005,WINCHESTER MEDICAL CENTER INC,220 CAMPUS BLVD SUITE 210,WINCHESTER,VA,22601,VA - Winchester,38,10170.34211,4079
305 - HYPERTENSION W/O MCC,490005,WINCHESTER MEDICAL CENTER INC,220 CAMPUS BLVD SUITE 210,WINCHESTER,VA,22601,VA - Winchester,27,7140.740741,3934.037037
308 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W MCC,490005,WINCHESTER MEDICAL CENTER INC,220 CAMPUS BLVD SUITE 210,WINCHESTER,VA,22601,VA - Winchester,86,14173.32558,7739.139535
309 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W CC,490005,WINCHESTER MEDICAL CENTER INC,220 CAMPUS BLVD SUITE 210,WINCHESTER,VA,22601,VA - Winchester,101,9259.029703,5150.168317
310 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W/O CC/MCC,490005,WINCHESTER MEDICAL CENTER INC,220 CAMPUS BLVD SUITE 210,WINCHESTER,VA,22601,VA - Winchester,175,7027.04,3667.497143
312 - SYNCOPE & COLLAPSE,490005,WINCHESTER MEDICAL CENTER INC,220 CAMPUS BLVD SUITE 210,WINCHESTER,VA,22601,VA - Winchester,198,8682.808081,4664.969697
313 - CHEST PAIN,490005,WINCHESTER MEDICAL CENTER INC,220 CAMPUS BLVD SUITE 210,WINCHESTER,VA,22601,VA - Winchester,291,7792.886598,3578.85567
314 - OTHER CIRCULATORY SYSTEM DIAGNOSES W MCC,490005,WINCHESTER MEDICAL CENTER INC,220 CAMPUS BLVD SUITE 210,WINCHESTER,VA,22601,VA - Winchester,51,19365.92157,11143.62745
315 - OTHER CIRCULATORY SYSTEM DIAGNOSES W CC,490005,WINCHESTER MEDICAL CENTER INC,220 CAMPUS BLVD SUITE 210,WINCHESTER,VA,22601,VA - Winchester,21,13644.80952,6137.142857
329 - MAJOR SMALL & LARGE BOWEL PROCEDURES W MCC,490005,WINCHESTER MEDICAL CENTER INC,220 CAMPUS BLVD SUITE 210,WINCHESTER,VA,22601,VA - Winchester,34,70315.91176,36163.14706
330 - MAJOR SMALL & LARGE BOWEL PROCEDURES W CC,490005,WINCHESTER MEDICAL CENTER INC,220 CAMPUS BLVD SUITE 210,WINCHESTER,VA,22601,VA - Winchester,63,30762.1746,16840.50794
372 - MAJOR GASTROINTESTINAL DISORDERS & PERITONEAL INFECTIONS W CC,490005,WINCHESTER MEDICAL CENTER INC,220 CAMPUS BLVD SUITE 210,WINCHESTER,VA,22601,VA - Winchester,45,13222.93333,8706.844444
377 - G.I. HEMORRHAGE W MCC,490005,WINCHESTER MEDICAL CENTER INC,220 CAMPUS BLVD SUITE 210,WINCHESTER,VA,22601,VA - Winchester,49,20759.81633,11304.95918
378 - G.I. HEMORRHAGE W CC,490005,WINCHESTER MEDICAL CENTER INC,220 CAMPUS BLVD SUITE 210,WINCHESTER,VA,22601,VA - Winchester,160,9132.1125,6287.40625
379 - G.I. HEMORRHAGE W/O CC/MCC,490005,WINCHESTER MEDICAL CENTER INC,220 CAMPUS BLVD SUITE 210,WINCHESTER,VA,22601,VA - Winchester,30,6197.3,4371.066667
389 - G.I. OBSTRUCTION W CC,490005,WINCHESTER MEDICAL CENTER INC,220 CAMPUS BLVD SUITE 210,WINCHESTER,VA,22601,VA - Winchester,42,9130.404762,5654.452381
390 - G.I. OBSTRUCTION W/O CC/MCC,490005,WINCHESTER MEDICAL CENTER INC,220 CAMPUS BLVD SUITE 210,WINCHESTER,VA,22601,VA - Winchester,39,6783.025641,4087.230769
"391 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W MCC",490005,WINCHESTER MEDICAL CENTER INC,220 CAMPUS BLVD SUITE 210,WINCHESTER,VA,22601,VA - Winchester,38,15477.15789,7324.973684
"392 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W/O MCC",490005,WINCHESTER MEDICAL CENTER INC,220 CAMPUS BLVD SUITE 210,WINCHESTER,VA,22601,VA - Winchester,251,8774.40239,4800.223108
394 - OTHER DIGESTIVE SYSTEM DIAGNOSES W CC,490005,WINCHESTER MEDICAL CENTER INC,220 CAMPUS BLVD SUITE 210,WINCHESTER,VA,22601,VA - Winchester,60,10988.21667,6141.533333
418 - LAPAROSCOPIC CHOLECYSTECTOMY W/O C.D.E. W CC,490005,WINCHESTER MEDICAL CENTER INC,220 CAMPUS BLVD SUITE 210,WINCHESTER,VA,22601,VA - Winchester,34,19802.91176,10591.08824
419 - LAPAROSCOPIC CHOLECYSTECTOMY W/O C.D.E. W/O CC/MCC,490005,WINCHESTER MEDICAL CENTER INC,220 CAMPUS BLVD SUITE 210,WINCHESTER,VA,22601,VA - Winchester,16,14082.9375,7763.875
439 - DISORDERS OF PANCREAS EXCEPT MALIGNANCY W CC,490005,WINCHESTER MEDICAL CENTER INC,220 CAMPUS BLVD SUITE 210,WINCHESTER,VA,22601,VA - Winchester,24,10457.875,6667.583333
460 - SPINAL FUSION EXCEPT CERVICAL W/O MCC,490005,WINCHESTER MEDICAL CENTER INC,220 CAMPUS BLVD SUITE 210,WINCHESTER,VA,22601,VA - Winchester,95,51003.75789,25942.8
469 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W MCC,490005,WINCHESTER MEDICAL CENTER INC,220 CAMPUS BLVD SUITE 210,WINCHESTER,VA,22601,VA - Winchester,21,42462,22260.57143
470 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W/O MCC,490005,WINCHESTER MEDICAL CENTER INC,220 CAMPUS BLVD SUITE 210,WINCHESTER,VA,22601,VA - Winchester,372,25624.21774,13604.15323
473 - CERVICAL SPINAL FUSION W/O CC/MCC,490005,WINCHESTER MEDICAL CENTER INC,220 CAMPUS BLVD SUITE 210,WINCHESTER,VA,22601,VA - Winchester,30,24810.2,13932.4
480 - HIP & FEMUR PROCEDURES EXCEPT MAJOR JOINT W MCC,490005,WINCHESTER MEDICAL CENTER INC,220 CAMPUS BLVD SUITE 210,WINCHESTER,VA,22601,VA - Winchester,21,47346.19048,19225.52381
481 - HIP & FEMUR PROCEDURES EXCEPT MAJOR JOINT W CC,490005,WINCHESTER MEDICAL CENTER INC,220 CAMPUS BLVD SUITE 210,WINCHESTER,VA,22601,VA - Winchester,104,24116.375,11711.59615
482 - HIP & FEMUR PROCEDURES EXCEPT MAJOR JOINT W/O CC/MCC,490005,WINCHESTER MEDICAL CENTER INC,220 CAMPUS BLVD SUITE 210,WINCHESTER,VA,22601,VA - Winchester,17,18215.82353,10093.70588
491 - BACK & NECK PROC EXC SPINAL FUSION W/O CC/MCC,490005,WINCHESTER MEDICAL CENTER INC,220 CAMPUS BLVD SUITE 210,WINCHESTER,VA,22601,VA - Winchester,80,12504.95,6802.5875
536 - FRACTURES OF HIP & PELVIS W/O MCC,490005,WINCHESTER MEDICAL CENTER INC,220 CAMPUS BLVD SUITE 210,WINCHESTER,VA,22601,VA - Winchester,25,7538.76,4218.08
552 - MEDICAL BACK PROBLEMS W/O MCC,490005,WINCHESTER MEDICAL CENTER INC,220 CAMPUS BLVD SUITE 210,WINCHESTER,VA,22601,VA - Winchester,64,12723.46875,5318.96875
"563 - FX, SPRN, STRN & DISL EXCEPT FEMUR, HIP, PELVIS & THIGH W/O MCC",490005,WINCHESTER MEDICAL CENTER INC,220 CAMPUS BLVD SUITE 210,WINCHESTER,VA,22601,VA - Winchester,27,8820.925926,4694.222222
602 - CELLULITIS W MCC,490005,WINCHESTER MEDICAL CENTER INC,220 CAMPUS BLVD SUITE 210,WINCHESTER,VA,22601,VA - Winchester,34,17255.20588,8803.941176
603 - CELLULITIS W/O MCC,490005,WINCHESTER MEDICAL CENTER INC,220 CAMPUS BLVD SUITE 210,WINCHESTER,VA,22601,VA - Winchester,192,8606.182292,5327.994792
638 - DIABETES W CC,490005,WINCHESTER MEDICAL CENTER INC,220 CAMPUS BLVD SUITE 210,WINCHESTER,VA,22601,VA - Winchester,34,8777.852941,5109.529412
"640 - MISC DISORDERS OF NUTRITION,METABOLISM,FLUIDS/ELECTROLYTES W MCC",490005,WINCHESTER MEDICAL CENTER INC,220 CAMPUS BLVD SUITE 210,WINCHESTER,VA,22601,VA - Winchester,33,11102.63636,6635.484848
"641 - MISC DISORDERS OF NUTRITION,METABOLISM,FLUIDS/ELECTROLYTES W/O MCC",490005,WINCHESTER MEDICAL CENTER INC,220 CAMPUS BLVD SUITE 210,WINCHESTER,VA,22601,VA - Winchester,121,6883.206612,4304.876033
682 - RENAL FAILURE W MCC,490005,WINCHESTER MEDICAL CENTER INC,220 CAMPUS BLVD SUITE 210,WINCHESTER,VA,22601,VA - Winchester,60,23320.28333,11369.71667
683 - RENAL FAILURE W CC,490005,WINCHESTER MEDICAL CENTER INC,220 CAMPUS BLVD SUITE 210,WINCHESTER,VA,22601,VA - Winchester,139,10159.53957,6262.546763
684 - RENAL FAILURE W/O CC/MCC,490005,WINCHESTER MEDICAL CENTER INC,220 CAMPUS BLVD SUITE 210,WINCHESTER,VA,22601,VA - Winchester,34,6327.235294,4043.764706
689 - KIDNEY & URINARY TRACT INFECTIONS W MCC,490005,WINCHESTER MEDICAL CENTER INC,220 CAMPUS BLVD SUITE 210,WINCHESTER,VA,22601,VA - Winchester,62,15693.14516,7884.354839
690 - KIDNEY & URINARY TRACT INFECTIONS W/O MCC,490005,WINCHESTER MEDICAL CENTER INC,220 CAMPUS BLVD SUITE 210,WINCHESTER,VA,22601,VA - Winchester,307,8363.488599,4876.957655
698 - OTHER KIDNEY & URINARY TRACT DIAGNOSES W MCC,490005,WINCHESTER MEDICAL CENTER INC,220 CAMPUS BLVD SUITE 210,WINCHESTER,VA,22601,VA - Winchester,16,27191.5,11015.125
699 - OTHER KIDNEY & URINARY TRACT DIAGNOSES W CC,490005,WINCHESTER MEDICAL CENTER INC,220 CAMPUS BLVD SUITE 210,WINCHESTER,VA,22601,VA - Winchester,32,10622.5,6138.3125
811 - RED BLOOD CELL DISORDERS W MCC,490005,WINCHESTER MEDICAL CENTER INC,220 CAMPUS BLVD SUITE 210,WINCHESTER,VA,22601,VA - Winchester,34,12522.58824,7631.441176
812 - RED BLOOD CELL DISORDERS W/O MCC,490005,WINCHESTER MEDICAL CENTER INC,220 CAMPUS BLVD SUITE 210,WINCHESTER,VA,22601,VA - Winchester,48,9270.1875,5011.416667
853 - INFECTIOUS & PARASITIC DISEASES W O.R. PROCEDURE W MCC,490005,WINCHESTER MEDICAL CENTER INC,220 CAMPUS BLVD SUITE 210,WINCHESTER,VA,22601,VA - Winchester,47,64042.61702,34879.65957
870 - SEPTICEMIA OR SEVERE SEPSIS W MV 96+ HOURS,490005,WINCHESTER MEDICAL CENTER INC,220 CAMPUS BLVD SUITE 210,WINCHESTER,VA,22601,VA - Winchester,31,75345,36929.32258
871 - SEPTICEMIA OR SEVERE SEPSIS W/O MV 96+ HOURS W MCC,490005,WINCHESTER MEDICAL CENTER INC,220 CAMPUS BLVD SUITE 210,WINCHESTER,VA,22601,VA - Winchester,227,22812.14097,12136.32599
872 - SEPTICEMIA OR SEVERE SEPSIS W/O MV 96+ HOURS W/O MCC,490005,WINCHESTER MEDICAL CENTER INC,220 CAMPUS BLVD SUITE 210,WINCHESTER,VA,22601,VA - Winchester,92,11851.20652,7295.043478
885 - PSYCHOSES,490005,WINCHESTER MEDICAL CENTER INC,220 CAMPUS BLVD SUITE 210,WINCHESTER,VA,22601,VA - Winchester,16,12158.1875,5576.4375
897 - ALCOHOL/DRUG ABUSE OR DEPENDENCE W/O REHABILITATION THERAPY W/O MCC,490005,WINCHESTER MEDICAL CENTER INC,220 CAMPUS BLVD SUITE 210,WINCHESTER,VA,22601,VA - Winchester,21,7997.619048,4006
917 - POISONING & TOXIC EFFECTS OF DRUGS W MCC,490005,WINCHESTER MEDICAL CENTER INC,220 CAMPUS BLVD SUITE 210,WINCHESTER,VA,22601,VA - Winchester,18,34002.88889,11170.77778
918 - POISONING & TOXIC EFFECTS OF DRUGS W/O MCC,490005,WINCHESTER MEDICAL CENTER INC,220 CAMPUS BLVD SUITE 210,WINCHESTER,VA,22601,VA - Winchester,26,7453.615385,4238.884615
948 - SIGNS & SYMPTOMS W/O MCC,490005,WINCHESTER MEDICAL CENTER INC,220 CAMPUS BLVD SUITE 210,WINCHESTER,VA,22601,VA - Winchester,54,9301.092593,4173.222222
